path, category, name, more_names
0_headwear__11s/19_halo.png, Headwear & 1/1s, Headwear & 1/1s : Halo, Halo
0_headwear__11s/20_rainbow.png, Headwear & 1/1s, Headwear & 1/1s : Rainbow, Rainbow
0_headwear__11s/21_mohawk.png, Headwear & 1/1s, Headwear & 1/1s : Mohawk, Mohawk
0_headwear__11s/22_haku_lei.png, Headwear & 1/1s, Headwear & 1/1s : Haku Lei, Haku Lei
0_headwear__11s/23_mullet.png, Headwear & 1/1s, Headwear & 1/1s : Mullet, Mullet
0_headwear__11s/24_pineapple.png, Headwear & 1/1s, Headwear & 1/1s : Pineapple, Pineapple
0_headwear__11s/25_shave_ice.png, Headwear & 1/1s, Headwear & 1/1s : Shave Ice, Shave Ice
0_headwear__11s/26_bald.png, Headwear & 1/1s, Headwear & 1/1s : Bald, Bald
1_eyes/0_blank_4.png, Eyes, Eyes : Blank 4, Blank 4
1_eyes/1_lazer.png, Eyes, Eyes : Lazer, Lazer
1_eyes/2_horn_rim.png, Eyes, Eyes : Horn Rim, Horn Rim
1_eyes/3_blaze.png, Eyes, Eyes : Blaze, Blaze
1_eyes/4_athletic.png, Eyes, Eyes : Athletic, Athletic
1_eyes/5_aviators.png, Eyes, Eyes : Aviators, Aviators
1_eyes/6_cobain.png, Eyes, Eyes : Cobain, Cobain
1_eyes/7_sports.png, Eyes, Eyes : Sports, Sports
1_eyes/8_xx.png, Eyes, Eyes : xx, xx
1_eyes/9_fiesty.png, Eyes, Eyes : Fiesty, Fiesty
1_eyes/10_sleepy.png, Eyes, Eyes : Sleepy, Sleepy
1_eyes/11_heart_eyes.png, Eyes, Eyes : Heart Eyes, Heart Eyes
1_eyes/12_curious.png, Eyes, Eyes : Curious, Curious
1_eyes/13_cute.png, Eyes, Eyes : Cute, Cute
2_mouth/0_blank_3.png, Mouth, Mouth : Blank 3, Blank 3
2_mouth/1_musubi.png, Mouth, Mouth : Musubi, Musubi
2_mouth/2_banana.png, Mouth, Mouth : Banana, Banana
2_mouth/3_cbd_cig.png, Mouth, Mouth : Cbd Cig, Cbd Cig
2_mouth/4_teeth_out.png, Mouth, Mouth : Teeth Out, Teeth Out
2_mouth/5_bone.png, Mouth, Mouth : Bone, Bone
2_mouth/6_rainbow_puke.png, Mouth, Mouth : Rainbow Puke, Rainbow Puke
2_mouth/7_mustachio.png, Mouth, Mouth : Mustachio, Mustachio
2_mouth/8_tongue_out.png, Mouth, Mouth : Tongue Out, Tongue Out
2_mouth/9_smile.png, Mouth, Mouth : Smile, Smile
3_accessories/0_blank_2.png, Accessories, Accessories : Blank 2, Blank 2
3_accessories/1_backpack.png, Accessories, Accessories : Backpack, Backpack
3_accessories/2_surfboard.png, Accessories, Accessories : Surfboard, Surfboard
3_accessories/3_spike_collar.png, Accessories, Accessories : Spike Collar, Spike Collar
3_accessories/4_diamond_earrings.png, Accessories, Accessories : Diamond Earrings, Diamond Earrings
3_accessories/5_earrings.png, Accessories, Accessories : Earrings, Earrings
3_accessories/6_lightning_bolt_earrings.png, Accessories, Accessories : Lightning Bolt Earrings, Lightning Bolt Earrings
3_accessories/7_gold_chain.png, Accessories, Accessories : Gold Chain, Gold Chain
3_accessories/8_lei.png, Accessories, Accessories : Lei, Lei
3_accessories/9_simple_day.png, Accessories, Accessories : Simple Day, Simple Day
4_wearables/0_blank_1.png, Wearables, Wearables : Blank 1, Blank 1
4_wearables/1_angel_wings.png, Wearables, Wearables : Angel Wings, Angel Wings
4_wearables/2_suit.png, Wearables, Wearables : Suit, Suit
4_wearables/3_tattoo.png, Wearables, Wearables : Tattoo, Tattoo
4_wearables/4_faded_black_shirt.png, Wearables, Wearables : Faded Black Shirt, Faded Black Shirt
4_wearables/5_jersey.png, Wearables, Wearables : Jersey, Jersey
4_wearables/6_stripes.png, Wearables, Wearables : Stripes, Stripes
4_wearables/7_tank_top.png, Wearables, Wearables : Tank Top, Tank Top
4_wearables/8_camo_tshirt.png, Wearables, Wearables : Camo Tshirt, Camo Tshirt
4_wearables/9_aloha_shirt.png, Wearables, Wearables : Aloha Shirt, Aloha Shirt
4_wearables/10_au_naturel.png, Wearables, Wearables : Au Naturel, Au Naturel
5_fur/0_blank_5.png, Fur, Fur : Blank 5, Blank 5
5_fur/1_gold.png, Fur, Fur : Gold, Gold
5_fur/2_green.png, Fur, Fur : Green, Green
5_fur/3_deep_teal.png, Fur, Fur : Deep Teal, Deep Teal
5_fur/4_dark_brown.png, Fur, Fur : Dark Brown, Dark Brown
5_fur/5_magenta.png, Fur, Fur : Magenta, Magenta
5_fur/6_teal.png, Fur, Fur : Teal, Teal
5_fur/7_pink.png, Fur, Fur : Pink, Pink
5_fur/8_silver.png, Fur, Fur : Silver, Silver
5_fur/9_grey.png, Fur, Fur : Grey, Grey
5_fur/10_tan.png, Fur, Fur : Tan, Tan
6_background/0_blank_6.png, Background, Background : Blank 6, Blank 6
6_background/1_vortex.png, Background, Background : Vortex, Vortex
6_background/2_starry_night.png, Background, Background : Starry Night, Starry Night
6_background/3_cruise_ship.png, Background, Background : Cruise Ship, Cruise Ship
6_background/4_wave.png, Background, Background : Wave, Wave
6_background/5_palms.png, Background, Background : Palms, Palms
6_background/6_sunset.png, Background, Background : Sunset, Sunset
6_background/7_morning_glow.png, Background, Background : Morning Glow, Morning Glow
6_background/8_straw.png, Background, Background : Straw, Straw
6_background/9_papaya.png, Background, Background : Papaya, Papaya
6_background/10_wai.png, Background, Background : Wai, Wai
