index, name, type, hide
5/27, 0xP0RT-Ti-001, image/png, false
6/0, Juggernaut-ELITE, image/png, true
6/1, Terminator-ELITE, image/png, true
6/2, Heavy Assault-ELITE, image/png, true
6/3, Infantry-ELITE, image/png, true
6/4, Scout-ELITE, image/png, true
6/5, Spec Ops-ELITE, image/png, true
6/6, Demolitions-ELITE, image/png, true
6/7, Light Assault-ELITE, image/png, true
6/8, None, image/png, true
6/9, 0x-BU11-003, image/png, false
6/10, 0x-T33-006, image/png, false
6/11, 0x-T33-005, image/png, false
6/12, 0x-T33-004, image/png, false
6/13, 0x-TR1B4L-003, image/png, false
6/14, 0x-V3NT-003, image/png, false
6/15, 0x-V3NT-002, image/png, false
6/16, 0x-TR1B4L-001, image/png, false
6/17, 0x-L1N3-002, image/png, false
6/18, 0x-BU11-002, image/png, false
6/19, 0x-L1N3-001, image/png, false
6/20, 0x-TD0T-002, image/png, false
6/21, 0x-5TR1P3-003, image/png, false
6/22, 0x-TR1B4L-002, image/png, false
6/23, 0x-TD0T-001, image/png, false
6/24, 0x-BU11-001, image/png, false
6/25, 0x-F0RK-002, image/png, false
6/26, 0x-T33-003, image/png, false
6/27, 0x-5TR1P3-002, image/png, false
6/28, 0x-F0RK-001, image/png, false
6/29, 0x-T33-002, image/png, false
6/30, 0x-B10CK-002, image/png, false
6/31, 0x-T33-001, image/png, false
6/32, 0x-V3NT-001, image/png, false
6/33, 0x-5TR1P3-001, image/png, false
6/34, 0x-B10CK-001, image/png, false
7/0, Infantry, image/png, false
7/1, Light Assault, image/png, false
7/2, Heavy Assault, image/png, false
7/3, Scout, image/png, false
7/4, Demolitions, image/png, false
7/5, Spec Ops, image/png, false
7/6, Juggernaut, image/png, false
7/7, Terminator, image/png, false
7/8, Terminator, image/png, false
7/9, Terminator, image/png, false
7/10, Spec Ops, image/png, false
7/11, Demolitions, image/png, false
7/12, Juggernaut, image/png, false
7/13, Scout, image/png, false
7/14, Heavy Assault, image/png, false
7/15, Light Assault, image/png, false
7/16, Infantry, image/png, false
8/0, ELITE, image/png, true
8/1, Base v1, image/png, true
8/2, Base v2, image/png, true
9/0, ELITE, image/png, true
9/1, Nightfall, image/png, false
9/2, Dusk, image/png, false
9/3, Twilight, image/png, false
9/4, Dawn, image/png, false
